time,value
00:00,4222.330
00:05,4187.100
00:10,4167.260
00:15,4145.730
00:20,4134.300
00:25,4108.680
00:30,4085.170
00:35,4069.330
00:40,4056.140
00:45,4033.300
00:50,4027.570
00:55,3986.500
01:00,3974.380
01:05,3943.610
01:10,3924.470
01:15,3903.110
01:20,3887.880
01:25,3867.630
01:30,3841.470
01:35,3822.410
01:40,3798.240
01:45,3793.130
01:50,3775.100
01:55,3762.490
02:00,3736.830
02:05,3721.540
02:10,3711.760
02:15,3684.750
02:20,3670.430
02:25,3663.020
02:30,3635.980
02:35,3622.860
02:40,3610.990
02:45,3588.000
02:50,3572.740
02:55,3541.890
03:00,3535.840
03:05,3521.960
03:10,3505.480
03:15,3480.200
03:20,3473.580
03:25,3452.330
03:30,3442.580
03:35,3430.050
03:40,3407.670
03:45,3407.860
03:50,3405.730
03:55,3389.870
04:00,3382.880
04:05,3377.200
04:10,3365.440
04:15,3343.780
04:20,3346.360
04:25,3332.620
04:30,3339.820
04:35,3319.160
04:40,3309.810
04:45,3315.490
04:50,3310.570
04:55,3303.760
05:00,3297.930
05:05,3309.920
05:10,3317.040
05:15,3307.510
05:20,3306.690
05:25,3334.910
05:30,3311.680
05:35,3331.870
05:40,3356.150
05:45,3347.250
05:50,3362.630
05:55,3378.630
06:00,3377.790
06:05,3382.670
06:10,3385.010
06:15,3408.270
06:20,3440.290
06:25,3450.840
06:30,3475.850
06:35,3474.210
06:40,3480.740
06:45,3465.110
06:50,3463.290
06:55,3480.980
07:00,3461.230
07:05,3468.560
07:10,3466.790
07:15,3427.310
07:20,3413.800
07:25,3416.990
07:30,3453.060
07:35,3435.030
07:40,3429.600
07:45,3424.510
07:50,3427.520
07:55,3437.460
08:00,3440.800
08:05,3450.680
08:10,3434.400
08:15,3484.090
08:20,3527.040
08:25,3553.650
08:30,3516.270
08:35,3563.000
08:40,3530.710
08:45,3583.500
08:50,3600.500
08:55,3626.850
09:00,3649.060
09:05,3692.910
09:10,3745.660
09:15,3821.930
09:20,3817.820
09:25,3866.070
09:30,3961.560
09:35,4011.230
09:40,4077.430
09:45,4048.950
09:50,4098.510
09:55,4103.220
10:00,4108.680
10:05,4227.760
10:10,4263.130
10:15,4279.260
10:20,4237.220
10:25,4318.820
10:30,4362.360
10:35,4342.250
10:40,4357.320
10:45,4367.650
10:50,4372.650
10:55,4385.570
11:00,4412.490
11:05,4433.000
11:10,4379.120
11:15,4387.330
11:20,4424.840
11:25,4407.500
11:30,4408.800
11:35,4410.880
11:40,4402.870
11:45,4403.840
11:50,4422.530
11:55,4414.980
12:00,4417.200
12:05,4398.720
12:10,4408.440
12:15,4430.660
12:20,4389.410
12:25,4451.650
12:30,4411.240
12:35,4409.360
12:40,4389.460
12:45,4397.030
12:50,4407.800
12:55,4368.240
13:00,4297.920
13:05,4221.060
13:10,4210.550
13:15,4165.530
13:20,4117.070
13:25,4129.090
13:30,4132.990
13:35,4155.140
13:40,4207.570
13:45,4226.690
13:50,4240.440
13:55,4265.980
14:00,4300.300
14:05,4276.250
14:10,4236.000
14:15,4251.960
14:20,4266.420
14:25,4324.370
14:30,4337.450
14:35,4283.590
14:40,4314.820
14:45,4329.320
14:50,4412.470
14:55,4452.580
15:00,4447.800
15:05,4455.870
15:10,4457.220
15:15,4460.360
15:20,4475.310
15:25,4477.740
15:30,4476.260
15:35,4471.660
15:40,4465.760
15:45,4460.390
15:50,4449.160
15:55,4469.340
16:00,4443.810
16:05,4440.330
16:10,4411.710
16:15,4413.310
16:20,4401.590
16:25,4395.150
16:30,4387.350
16:35,4391.740
16:40,4390.310
16:45,4388.110
16:50,4396.340
16:55,4408.880
17:00,4394.290
17:05,4376.350
17:10,4359.730
17:15,4343.000
17:20,4378.050
17:25,4377.810
17:30,4374.810
17:35,4357.520
17:40,4402.440
17:45,4384.360
17:50,4393.610
17:55,4442.890
18:00,4455.040
18:05,4516.790
18:10,4496.240
18:15,4459.560
18:20,4481.870
18:25,4530.290
18:30,4528.730
18:35,4548.470
18:40,4543.250
18:45,4499.920
18:50,4509.060
18:55,4531.590
19:00,4510.300
19:05,4491.700
19:10,4462.810
19:15,4469.350
19:20,4461.350
19:25,4452.930
19:30,4441.720
19:35,4415.060
19:40,4374.460
19:45,4372.620
19:50,4378.760
19:55,4344.820
20:00,4335.540
20:05,4303.480
20:10,4307.360
20:15,4278.700
20:20,4237.160
20:25,4235.080
20:30,4228.330
20:35,4195.290
20:40,4186.960
20:45,4205.470
20:50,4171.020
20:55,4163.860
21:00,4135.870
21:05,4083.990
21:10,4082.410
21:15,4110.230
21:20,4101.320
21:25,4078.310
21:30,4132.000
21:35,4106.250
21:40,4164.170
21:45,4163.110
21:50,4178.120
21:55,4200.350
22:00,4201.170
22:05,4203.820
22:10,4178.160
22:15,4194.200
22:20,4207.780
22:25,4217.280
22:30,4232.630
22:35,4260.790
22:40,4248.100
22:45,4256.450
22:50,4273.630
22:55,4267.750
23:00,4257.580
23:05,4257.930
23:10,4244.440
23:15,4240.350
23:20,4238.290
23:25,4239.160
23:30,4208.860
23:35,4187.200
23:40,4191.750
23:45,4193.810
23:50,4138.640
23:55,4127.130
