time,value
00:00,1777.070
00:05,1750.420
00:10,1722.200
00:15,1715.750
00:20,1681.910
00:25,1666.220
00:30,1657.160
00:35,1630.050
00:40,1622.510
00:45,1613.290
00:50,1596.100
00:55,1591.130
01:00,1577.510
01:05,1553.970
01:10,1544.110
01:15,1534.190
01:20,1516.600
01:25,1521.080
01:30,1507.490
01:35,1506.650
01:40,1501.400
01:45,1487.140
01:50,1489.760
01:55,1486.610
02:00,1473.440
02:05,1474.050
02:10,1472.350
02:15,1471.720
02:20,1462.340
02:25,1445.870
02:30,1444.420
02:35,1441.360
02:40,1433.070
02:45,1431.520
02:50,1423.960
02:55,1419.710
03:00,1427.440
03:05,1416.270
03:10,1427.930
03:15,1429.730
03:20,1428.400
03:25,1424.900
03:30,1421.810
03:35,1422.470
03:40,1432.840
03:45,1423.220
03:50,1441.050
03:55,1439.430
04:00,1449.260
04:05,1455.110
04:10,1463.550
04:15,1475.550
04:20,1488.650
04:25,1497.900
04:30,1494.850
04:35,1523.520
04:40,1535.140
04:45,1544.700
04:50,1570.620
04:55,1611.330
05:00,1622.030
05:05,1690.220
05:10,1736.600
05:15,1795.460
05:20,1846.220
05:25,1910.820
05:30,1941.470
05:35,2017.950
05:40,2087.810
05:45,2178.640
05:50,2238.680
05:55,2341.490
06:00,2388.510
06:05,2514.100
06:10,2597.050
06:15,2707.270
06:20,2765.800
06:25,2843.660
06:30,2934.600
06:35,3004.440
06:40,3044.410
06:45,3116.920
06:50,3198.540
06:55,3233.580
07:00,3264.120
07:05,3287.030
07:10,3335.650
07:15,3364.520
07:20,3385.820
07:25,3407.540
07:30,3426.670
07:35,3433.760
07:40,3488.240
07:45,3478.960
07:50,3482.570
07:55,3491.040
08:00,3534.100
08:05,3548.280
08:10,3544.570
08:15,3553.320
08:20,3581.590
08:25,3558.620
08:30,3575.500
08:35,3598.970
08:40,3588.520
08:45,3585.100
08:50,3603.150
08:55,3581.590
09:00,3595.950
09:05,3586.950
09:10,3609.270
09:15,3648.640
09:20,3639.960
09:25,3654.000
09:30,3722.550
09:35,3726.120
09:40,3745.330
09:45,3757.760
09:50,3795.150
09:55,3764.680
10:00,3775.430
10:05,3789.270
10:10,3762.610
10:15,3754.680
10:20,3757.850
10:25,3768.530
10:30,3777.220
10:35,3765.130
10:40,3733.990
10:45,3750.660
10:50,3723.460
10:55,3705.310
11:00,3677.580
11:05,3694.420
11:10,3653.180
11:15,3634.740
11:20,3648.700
11:25,3612.220
11:30,3620.840
11:35,3567.480
11:40,3568.440
11:45,3574.700
11:50,3527.460
11:55,3510.570
12:00,3528.450
12:05,3475.420
12:10,3436.350
12:15,3430.100
12:20,3407.590
12:25,3387.920
12:30,3377.660
12:35,3354.370
12:40,3302.010
12:45,3290.250
12:50,3271.950
12:55,3215.760
13:00,3147.580
13:05,3092.370
13:10,3039.540
13:15,2975.260
13:20,2963.360
13:25,2946.330
13:30,2915.880
13:35,2950.620
13:40,2952.670
13:45,2984.890
13:50,2986.220
13:55,2947.990
14:00,2887.050
14:05,2902.670
14:10,2885.350
14:15,2918.220
14:20,2917.620
14:25,2917.710
14:30,2923.900
14:35,2938.200
14:40,2888.410
14:45,2900.450
14:50,2886.480
14:55,2886.420
15:00,2868.810
15:05,2869.000
15:10,2881.720
15:15,2855.050
15:20,2882.320
15:25,2838.400
15:30,2845.840
15:35,2813.440
15:40,2809.630
15:45,2797.360
15:50,2810.070
15:55,2783.450
16:00,2814.190
16:05,2801.880
16:10,2823.630
16:15,2805.620
16:20,2809.430
16:25,2814.590
16:30,2821.300
16:35,2833.310
16:40,2858.250
16:45,2849.670
16:50,2866.120
16:55,2852.940
17:00,2915.170
17:05,2925.320
17:10,2930.850
17:15,2954.360
17:20,2986.020
17:25,2976.330
17:30,3011.380
17:35,3128.160
17:40,2981.650
17:45,3251.430
17:50,3275.100
17:55,3327.850
18:00,3309.580
18:05,3346.180
18:10,3308.000
18:15,3353.890
18:20,3358.560
18:25,3331.210
18:30,3335.850
18:35,3312.770
18:40,3339.480
18:45,3342.290
18:50,3308.530
18:55,3308.850
19:00,3288.720
19:05,3291.900
19:10,3277.620
19:15,3284.670
19:20,3277.330
19:25,3269.720
19:30,3233.630
19:35,3236.380
19:40,3205.310
19:45,3197.740
19:50,3183.030
19:55,3183.160
20:00,3150.370
20:05,3130.710
20:10,3138.310
20:15,3118.610
20:20,3113.420
20:25,3068.730
20:30,3057.460
20:35,3059.890
20:40,3048.450
20:45,3028.370
20:50,2997.650
20:55,2968.110
21:00,2921.310
21:05,2905.880
21:10,2881.730
21:15,2862.260
21:20,2846.840
21:25,2825.110
21:30,2845.000
21:35,2821.410
21:40,2798.650
21:45,2805.950
21:50,2744.480
21:55,2757.860
22:00,2734.670
22:05,2723.030
22:10,2656.830
22:15,2654.920
22:20,2625.240
22:25,2591.410
22:30,2597.910
22:35,2563.780
22:40,2548.710
22:45,2554.650
22:50,2495.540
22:55,2478.810
23:00,2438.320
23:05,2430.570
23:10,2384.030
23:15,2352.190
23:20,2311.950
23:25,2305.540
23:30,2303.590
23:35,2272.940
23:40,2244.900
23:45,2229.630
23:50,2211.690
23:55,2195.330
