time,value
00:00,4982.690
00:05,4932.070
00:10,4895.880
00:15,4873.820
00:20,4859.720
00:25,4855.740
00:30,4831.230
00:35,4819.650
00:40,4798.060
00:45,4773.780
00:50,4759.800
00:55,4737.380
01:00,4708.000
01:05,4687.090
01:10,4661.350
01:15,4630.790
01:20,4612.480
01:25,4596.770
01:30,4560.850
01:35,4543.750
01:40,4536.880
01:45,4521.270
01:50,4515.890
01:55,4503.510
02:00,4483.580
02:05,4446.950
02:10,4440.220
02:15,4426.320
02:20,4409.010
02:25,4396.070
02:30,4381.130
02:35,4357.630
02:40,4286.340
02:45,4274.010
02:50,4262.050
02:55,4235.640
03:00,4218.870
03:05,4197.660
03:10,4185.010
03:15,4184.460
03:20,4174.840
03:25,4155.020
03:30,4140.560
03:35,4130.480
03:40,4126.010
03:45,4113.260
03:50,4098.560
03:55,4087.080
04:00,4063.870
04:05,4031.450
04:10,4024.940
04:15,4002.350
04:20,3988.910
04:25,3979.400
04:30,3955.820
04:35,3936.090
04:40,3928.830
04:45,3927.540
04:50,3915.220
04:55,3911.840
05:00,3906.140
05:05,3886.430
05:10,3888.620
05:15,3879.710
05:20,3867.470
05:25,3862.680
05:30,3859.820
05:35,3841.860
05:40,3821.210
05:45,3819.620
05:50,3815.670
05:55,3803.300
06:00,3791.450
06:05,3781.010
06:10,3762.060
06:15,3754.020
06:20,3754.500
06:25,3730.420
06:30,3725.980
06:35,3720.090
06:40,3705.670
06:45,3698.530
06:50,3691.280
06:55,3694.730
07:00,3690.920
07:05,3708.660
07:10,3690.980
07:15,3695.970
07:20,3694.990
07:25,3707.910
07:30,3698.080
07:35,3699.460
07:40,3711.960
07:45,3709.610
07:50,3690.720
07:55,3697.770
08:00,3687.510
08:05,3673.400
08:10,3711.380
08:15,3683.290
08:20,3664.080
08:25,3681.600
08:30,3688.420
08:35,3651.650
08:40,3674.460
08:45,3667.070
08:50,3649.960
08:55,3663.350
09:00,3677.870
09:05,3693.980
09:10,3733.820
09:15,3743.670
09:20,3748.650
09:25,3786.950
09:30,3828.530
09:35,3876.800
09:40,3895.960
09:45,3938.800
09:50,4134.120
09:55,3969.120
10:00,3966.390
10:05,4007.110
10:10,4016.700
10:15,4036.880
10:20,4046.320
10:25,4078.350
10:30,4127.520
10:35,4122.660
10:40,4145.490
10:45,4152.620
10:50,4174.340
10:55,4182.430
11:00,4205.250
11:05,4244.210
11:10,4226.560
11:15,4241.350
11:20,4261.520
11:25,4265.080
11:30,4283.420
11:35,4296.590
11:40,4291.710
11:45,4219.480
11:50,4228.710
11:55,4255.240
12:00,4284.830
12:05,4340.210
12:10,4362.810
12:15,4353.330
12:20,4349.050
12:25,4388.490
12:30,4418.050
12:35,4400.690
12:40,4402.360
12:45,4401.940
12:50,4398.960
12:55,4396.800
13:00,4396.770
13:05,4399.340
13:10,4421.850
13:15,4216.300
13:20,4211.060
13:25,4230.440
13:30,4224.600
13:35,4036.160
13:40,4106.020
13:45,4224.230
13:50,4280.010
13:55,4305.410
14:00,4326.400
14:05,4356.110
14:10,4375.660
14:15,4396.350
14:20,4440.350
14:25,4460.080
14:30,4442.310
14:35,4456.900
14:40,4468.060
14:45,4499.210
14:50,4517.470
14:55,4527.490
15:00,4550.330
15:05,4550.530
15:10,4567.100
15:15,4585.210
15:20,4573.820
15:25,4582.100
15:30,4591.900
15:35,4593.840
15:40,4646.900
15:45,4669.540
15:50,4662.030
15:55,4649.710
16:00,4627.430
16:05,4624.970
16:10,4619.500
16:15,4605.970
16:20,4589.900
16:25,4557.870
16:30,4568.100
16:35,4552.410
16:40,4563.110
16:45,4501.530
16:50,4499.080
16:55,4480.750
17:00,4454.690
17:05,4461.010
17:10,4428.400
17:15,4396.480
17:20,4402.290
17:25,4394.060
17:30,4368.930
17:35,4376.740
17:40,4380.780
17:45,4327.120
17:50,4337.950
17:55,4347.740
18:00,4316.790
18:05,4307.890
18:10,4318.450
18:15,4309.400
18:20,4314.460
18:25,4341.730
18:30,4333.910
18:35,4367.830
18:40,4372.710
18:45,4411.680
18:50,4450.500
18:55,4485.180
19:00,4522.470
19:05,4531.960
19:10,4557.120
19:15,4584.440
19:20,4587.260
19:25,4595.120
19:30,4630.070
19:35,4666.880
19:40,4667.750
19:45,4681.300
19:50,4706.490
19:55,4693.180
20:00,4713.790
20:05,4689.200
20:10,4707.810
20:15,4730.880
20:20,4718.820
20:25,4735.890
20:30,4730.710
20:35,4752.750
20:40,4763.120
20:45,4765.500
20:50,4778.490
20:55,4778.340
21:00,4783.940
21:05,4787.200
21:10,4792.450
21:15,4828.440
21:20,4844.430
21:25,4879.340
21:30,4894.040
21:35,4943.720
21:40,4957.780
21:45,4990.670
21:50,5011.690
21:55,5048.740
22:00,5087.270
22:05,5112.410
22:10,5145.110
22:15,5154.890
22:20,5186.560
22:25,5236.300
22:30,5252.560
22:35,5263.330
22:40,5278.760
22:45,5350.150
22:50,5346.500
22:55,5366.050
23:00,5363.510
23:05,5340.410
23:10,5343.570
23:15,5303.390
23:20,5289.830
23:25,5308.440
23:30,5291.140
23:35,5280.950
23:40,5279.300
23:45,5262.070
23:50,5235.950
23:55,5227.030
