time,value
00:00,4735.840
00:05,4677.760
00:10,4624.060
00:15,4593.950
00:20,4564.600
00:25,4550.210
00:30,4536.530
00:35,4510.740
00:40,4485.980
00:45,4444.310
00:50,4426.580
00:55,4412.600
01:00,4406.990
01:05,4321.970
01:10,4302.610
01:15,4271.130
01:20,4252.080
01:25,4236.830
01:30,4221.070
01:35,4215.460
01:40,4199.520
01:45,4194.560
01:50,4180.120
01:55,4164.440
02:00,4149.930
02:05,4124.680
02:10,4107.830
02:15,4070.210
02:20,4052.040
02:25,4037.360
02:30,4024.000
02:35,3997.790
02:40,3978.890
02:45,3928.490
02:50,3929.820
02:55,3906.050
03:00,3898.080
03:05,3877.600
03:10,3868.130
03:15,3855.100
03:20,3839.510
03:25,3834.440
03:30,3817.860
03:35,3817.690
03:40,3797.930
03:45,3781.820
03:50,3771.320
03:55,3761.460
04:00,3726.760
04:05,3719.140
04:10,3698.900
04:15,3685.090
04:20,3668.990
04:25,3649.990
04:30,3639.740
04:35,3628.140
04:40,3612.610
04:45,3601.840
04:50,3571.100
04:55,3571.400
05:00,3575.200
05:05,3566.660
05:10,3556.760
05:15,3560.020
05:20,3556.400
05:25,3546.000
05:30,3549.120
05:35,3544.780
05:40,3542.150
05:45,3554.400
05:50,3536.630
05:55,3524.620
06:00,3526.930
06:05,3539.670
06:10,3531.880
06:15,3518.890
06:20,3537.830
06:25,3557.190
06:30,3556.590
06:35,3544.630
06:40,3567.280
06:45,3558.180
06:50,3520.570
06:55,3518.510
07:00,3532.330
07:05,3517.380
07:10,3523.770
07:15,3525.550
07:20,3514.610
07:25,3534.170
07:30,3472.480
07:35,3501.770
07:40,3500.290
07:45,3519.830
07:50,3519.790
07:55,3530.480
08:00,3523.870
08:05,3535.130
08:10,3521.940
08:15,3554.530
08:20,3550.740
08:25,3622.890
08:30,3612.340
08:35,3622.660
08:40,3674.200
08:45,3664.310
08:50,3663.980
08:55,3704.330
09:00,3739.490
09:05,3737.090
09:10,3771.270
09:15,3816.180
09:20,3877.900
09:25,3947.840
09:30,4020.630
09:35,4092.070
09:40,4092.230
09:45,4135.230
09:50,4155.470
09:55,4228.520
10:00,4254.150
10:05,4268.760
10:10,4267.450
10:15,4314.670
10:20,4349.820
10:25,4336.270
10:30,4363.520
10:35,4378.510
10:40,4402.370
10:45,4403.940
10:50,4421.000
10:55,4446.180
11:00,4441.560
11:05,4447.270
11:10,4469.670
11:15,4484.430
11:20,4488.990
11:25,4509.960
11:30,4518.110
11:35,4525.450
11:40,4523.300
11:45,4529.010
11:50,4510.780
11:55,4491.900
12:00,4510.280
12:05,4505.310
12:10,4505.830
12:15,4547.220
12:20,4512.670
12:25,4505.590
12:30,4521.110
12:35,4544.880
12:40,4551.300
12:45,4548.400
12:50,4560.790
12:55,4544.940
13:00,4491.000
13:05,4413.610
13:10,4384.670
13:15,4371.600
13:20,4370.360
13:25,4354.870
13:30,4388.230
13:35,4422.640
13:40,4428.430
13:45,4485.270
13:50,4504.300
13:55,4514.540
14:00,4533.020
14:05,4555.280
14:10,4564.380
14:15,4653.450
14:20,4685.110
14:25,4737.030
14:30,4754.260
14:35,4796.670
14:40,4785.870
14:45,4826.830
14:50,4833.830
14:55,4874.930
15:00,4860.020
15:05,4883.190
15:10,4874.810
15:15,4873.130
15:20,4926.320
15:25,4912.500
15:30,4914.480
15:35,4922.570
15:40,4903.360
15:45,4874.480
15:50,4867.980
15:55,4883.140
16:00,4848.090
16:05,4853.750
16:10,4834.460
16:15,4826.770
16:20,4865.940
16:25,4842.370
16:30,4855.140
16:35,4873.510
16:40,4821.490
16:45,4796.200
16:50,4809.270
16:55,4782.500
17:00,4808.780
17:05,4796.260
17:10,4784.830
17:15,4772.170
17:20,4864.140
17:25,4721.420
17:30,4692.060
17:35,4747.620
17:40,4701.070
17:45,4683.290
17:50,4649.090
17:55,4631.480
18:00,4620.670
18:05,4621.790
18:10,4577.210
18:15,4574.390
18:20,4578.990
18:25,4606.290
18:30,4588.480
18:35,4635.400
18:40,4660.490
18:45,4699.780
18:50,4741.090
18:55,4798.130
19:00,4786.990
19:05,4766.120
19:10,4790.920
19:15,4809.280
19:20,4814.300
19:25,4828.190
19:30,4825.380
19:35,4804.560
19:40,4762.070
19:45,4801.110
19:50,4779.460
19:55,4790.460
20:00,4767.800
20:05,4765.110
20:10,4738.360
20:15,4711.990
20:20,4726.230
20:25,4730.560
20:30,4732.450
20:35,4703.380
20:40,4695.070
20:45,4704.970
20:50,4687.300
20:55,4679.670
21:00,4663.710
21:05,4629.100
21:10,4658.390
21:15,4621.540
21:20,4667.230
21:25,4692.980
21:30,4708.470
21:35,4742.200
21:40,4733.250
21:45,4754.680
21:50,4759.140
21:55,4793.120
22:00,4813.800
22:05,4818.560
22:10,4826.530
22:15,4863.300
22:20,4901.720
22:25,4912.790
22:30,4909.160
22:35,4969.970
22:40,4961.390
22:45,4986.010
22:50,4973.250
22:55,4961.780
23:00,4960.560
23:05,4945.560
23:10,4933.230
23:15,4923.300
23:20,4930.120
23:25,4926.660
23:30,4901.140
23:35,4889.310
23:40,4871.060
23:45,4858.290
23:50,4830.540
23:55,4792.640
