time,value
00:00,1961.070
00:05,1942.640
00:10,1914.250
00:15,1866.230
00:20,1845.320
00:25,1836.750
00:30,1826.060
00:35,1799.130
00:40,1775.940
00:45,1768.340
00:50,1747.710
00:55,1743.550
01:00,1721.040
01:05,1698.960
01:10,1684.620
01:15,1679.020
01:20,1665.350
01:25,1654.350
01:30,1646.810
01:35,1645.550
01:40,1629.160
01:45,1621.170
01:50,1609.470
01:55,1604.980
02:00,1608.610
02:05,1599.540
02:10,1590.900
02:15,1580.840
02:20,1576.560
02:25,1577.390
02:30,1569.390
02:35,1568.390
02:40,1564.830
02:45,1566.660
02:50,1553.260
02:55,1550.350
03:00,1544.520
03:05,1546.640
03:10,1543.210
03:15,1535.170
03:20,1531.430
03:25,1527.860
03:30,1533.580
03:35,1540.920
03:40,1544.280
03:45,1543.820
03:50,1546.360
03:55,1545.840
04:00,1546.400
04:05,1565.960
04:10,1571.050
04:15,1594.380
04:20,1596.450
04:25,1601.810
04:30,1608.670
04:35,1616.490
04:40,1627.100
04:45,1652.960
04:50,1671.630
04:55,1684.220
05:00,1719.260
05:05,1763.150
05:10,1796.100
05:15,1822.360
05:20,1866.090
05:25,1890.400
05:30,1940.590
05:35,1997.110
05:40,2044.180
05:45,2091.210
05:50,2148.520
05:55,2205.180
06:00,2272.420
06:05,2365.290
06:10,2446.090
06:15,2537.310
06:20,2634.060
06:25,2694.660
06:30,2757.340
06:35,2770.820
06:40,2654.310
06:45,2759.970
06:50,3020.750
06:55,3107.480
07:00,3175.320
07:05,3241.420
07:10,3316.410
07:15,3365.110
07:20,3529.210
07:25,3511.940
07:30,3525.930
07:35,3578.640
07:40,3643.580
07:45,3666.150
07:50,3716.330
07:55,3794.770
08:00,3816.410
08:05,4012.880
08:10,3835.900
08:15,3888.170
08:20,3900.590
08:25,3907.220
08:30,3953.990
08:35,3949.150
08:40,3957.080
08:45,3918.180
08:50,3968.640
08:55,3969.220
09:00,3958.620
09:05,3962.010
09:10,3997.280
09:15,4014.540
09:20,4053.660
09:25,4101.090
09:30,4123.170
09:35,4141.840
09:40,4164.370
09:45,4168.050
09:50,4178.290
09:55,4182.780
10:00,4214.110
10:05,4212.370
10:10,4166.220
10:15,4179.910
10:20,4170.860
10:25,4197.870
10:30,4156.980
10:35,4169.200
10:40,4134.500
10:45,4140.510
10:50,4070.030
10:55,4121.170
11:00,4099.030
11:05,4104.370
11:10,4052.300
11:15,3852.100
11:20,3984.020
11:25,3953.870
11:30,3957.170
11:35,3928.130
11:40,3912.750
11:45,3927.670
11:50,3871.700
11:55,3851.460
12:00,3871.600
12:05,3857.160
12:10,3804.860
12:15,3798.780
12:20,3773.440
12:25,3748.430
12:30,3689.610
12:35,3677.970
12:40,3674.150
12:45,3639.200
12:50,3632.960
12:55,3550.590
13:00,3448.680
13:05,3357.830
13:10,3313.570
13:15,3298.370
13:20,3271.280
13:25,3216.850
13:30,3148.290
13:35,3199.960
13:40,3196.140
13:45,3193.290
13:50,3228.000
13:55,3227.440
14:00,3214.620
14:05,3192.520
14:10,3180.520
14:15,3210.090
14:20,3214.590
14:25,3227.310
14:30,3172.430
14:35,3107.200
14:40,3129.820
14:45,3144.360
14:50,3156.510
14:55,3155.790
15:00,3134.250
15:05,3104.710
15:10,3118.580
15:15,3081.130
15:20,3104.570
15:25,3064.890
15:30,3052.030
15:35,3080.600
15:40,3043.120
15:45,3056.430
15:50,3043.640
15:55,3058.080
16:00,3045.610
16:05,3045.510
16:10,3047.510
16:15,3061.380
16:20,3051.770
16:25,3086.560
16:30,3081.650
16:35,3058.730
16:40,3091.440
16:45,3065.270
16:50,3099.930
16:55,3128.980
17:00,3122.450
17:05,3124.060
17:10,3168.760
17:15,3044.300
17:20,3240.930
17:25,3246.390
17:30,3264.900
17:35,3302.020
17:40,3302.180
17:45,3342.800
17:50,3363.330
17:55,3357.640
18:00,3431.220
18:05,3474.410
18:10,3503.930
18:15,3505.710
18:20,3528.140
18:25,3536.490
18:30,3557.010
18:35,3504.530
18:40,3533.920
18:45,3577.490
18:50,3510.060
18:55,3505.380
19:00,3468.490
19:05,3508.450
19:10,3528.430
19:15,3476.160
19:20,3475.970
19:25,3462.750
19:30,3453.980
19:35,3414.510
19:40,3408.210
19:45,3413.960
19:50,3417.100
19:55,3368.400
20:00,3325.360
20:05,3302.000
20:10,3319.590
20:15,3274.040
20:20,3264.070
20:25,3206.670
20:30,3228.620
20:35,3178.350
20:40,3171.690
20:45,3149.660
20:50,3119.890
20:55,3094.510
21:00,3043.450
21:05,3000.850
21:10,2985.560
21:15,2990.480
21:20,2972.450
21:25,2931.830
21:30,2953.800
21:35,2864.570
21:40,2869.100
21:45,2869.720
21:50,2841.060
21:55,2812.430
22:00,2809.120
22:05,2756.420
22:10,2730.070
22:15,2696.650
22:20,2649.500
22:25,2651.630
22:30,2606.280
22:35,2597.430
22:40,2534.570
22:45,2510.010
22:50,2473.340
22:55,2421.370
23:00,2368.590
23:05,2354.680
23:10,2325.080
23:15,2260.140
23:20,2241.110
23:25,2207.280
23:30,2193.820
23:35,2146.790
23:40,2108.910
23:45,2060.700
23:50,2028.990
23:55,2007.370
