time,value
00:00,5072.960
00:05,5026.540
00:10,5012.970
00:15,4976.020
00:20,4951.960
00:25,4923.410
00:30,4892.390
00:35,4878.770
00:40,4861.870
00:45,4828.770
00:50,4799.250
00:55,4764.170
01:00,4742.590
01:05,4713.850
01:10,4703.560
01:15,4669.930
01:20,4643.880
01:25,4632.540
01:30,4610.250
01:35,4588.880
01:40,4570.820
01:45,4551.070
01:50,4531.500
01:55,4504.680
02:00,4484.730
02:05,4459.220
02:10,4444.480
02:15,4422.220
02:20,4403.890
02:25,4389.470
02:30,4376.130
02:35,4358.670
02:40,4335.430
02:45,4314.450
02:50,4299.910
02:55,4282.360
03:00,4271.860
03:05,4250.680
03:10,4233.170
03:15,4212.010
03:20,4208.750
03:25,4193.740
03:30,4176.900
03:35,4155.970
03:40,4139.800
03:45,4119.180
03:50,4102.270
03:55,4095.760
04:00,4091.980
04:05,4088.920
04:10,4054.890
04:15,4032.640
04:20,4029.130
04:25,4005.910
04:30,4007.920
04:35,3994.400
04:40,3973.420
04:45,3954.750
04:50,3938.320
04:55,3924.410
05:00,3906.900
05:05,3903.620
05:10,3899.060
05:15,3898.090
05:20,3896.070
05:25,3897.590
05:30,3884.840
05:35,3866.850
05:40,3869.550
05:45,3861.180
05:50,3821.910
05:55,3828.350
06:00,3807.440
06:05,3801.820
06:10,3822.340
06:15,3849.530
06:20,3867.470
06:25,3877.920
06:30,3870.160
06:35,3870.900
06:40,3873.830
06:45,3861.800
06:50,3874.110
06:55,3846.040
07:00,3858.050
07:05,3846.550
07:10,3837.720
07:15,3802.200
07:20,3832.730
07:25,3833.690
07:30,3813.910
07:35,3834.320
07:40,3824.560
07:45,3812.200
07:50,3815.710
07:55,3848.910
08:00,3798.300
08:05,3828.450
08:10,3805.340
08:15,3862.340
08:20,3852.650
08:25,3896.350
08:30,3914.670
08:35,3941.950
08:40,3928.220
08:45,3987.080
08:50,3990.280
08:55,4000.410
09:00,4018.260
09:05,4113.160
09:10,4125.770
09:15,4200.440
09:20,4237.290
09:25,4337.040
09:30,4365.460
09:35,4422.860
09:40,4475.390
09:45,4521.600
09:50,4562.750
09:55,4588.080
10:00,4622.570
10:05,4671.450
10:10,4683.620
10:15,4718.990
10:20,4728.450
10:25,4774.970
10:30,4805.870
10:35,4787.790
10:40,4807.080
10:45,4858.010
10:50,4836.090
10:55,4848.510
11:00,4832.360
11:05,4875.000
11:10,4878.860
11:15,4865.780
11:20,4845.160
11:25,4856.750
11:30,4873.360
11:35,4909.800
11:40,4901.500
11:45,4928.600
11:50,4927.770
11:55,4927.300
12:00,4973.300
12:05,4961.760
12:10,4956.380
12:15,4970.160
12:20,4971.910
12:25,4938.010
12:30,4934.600
12:35,4953.800
12:40,4936.860
12:45,4943.000
12:50,4941.890
12:55,4938.240
13:00,4926.890
13:05,4879.900
13:10,4878.540
13:15,4861.290
13:20,4803.570
13:25,4788.750
13:30,4786.320
13:35,4821.920
13:40,4877.430
13:45,4925.580
13:50,4941.380
13:55,4963.240
14:00,5012.760
14:05,5016.560
14:10,5068.230
14:15,5066.870
14:20,5138.050
14:25,5143.280
14:30,5158.880
14:35,5215.950
14:40,5207.670
14:45,5220.800
14:50,5221.270
14:55,5220.450
15:00,5217.110
15:05,5236.930
15:10,5249.030
15:15,5240.450
15:20,5281.250
15:25,5269.480
15:30,5251.890
15:35,5210.790
15:40,5231.920
15:45,5228.750
15:50,5213.020
15:55,5210.000
16:00,5209.810
16:05,5181.500
16:10,5188.060
16:15,5152.940
16:20,5176.520
16:25,5184.200
16:30,5166.480
16:35,5165.720
16:40,5152.980
16:45,5107.140
16:50,5096.760
16:55,5080.360
17:00,5077.930
17:05,5049.230
17:10,5041.550
17:15,5018.410
17:20,5016.810
17:25,4992.300
17:30,4973.770
17:35,4936.980
17:40,4927.990
17:45,4944.160
17:50,4906.560
17:55,4872.950
18:00,4843.360
18:05,4819.880
18:10,4808.980
18:15,4799.060
18:20,4808.720
18:25,4805.100
18:30,4795.020
18:35,4785.630
18:40,4853.280
18:45,4848.050
18:50,4903.150
18:55,4919.730
19:00,4940.860
19:05,4985.840
19:10,4983.410
19:15,5022.860
19:20,5021.070
19:25,5034.460
19:30,5038.730
19:35,5061.400
19:40,5048.740
19:45,5034.820
19:50,5028.140
19:55,4997.610
20:00,5007.800
20:05,4990.950
20:10,4949.330
20:15,4936.930
20:20,4965.140
20:25,4934.850
20:30,4926.980
20:35,4890.890
20:40,4897.190
20:45,4878.150
20:50,4863.790
20:55,4819.900
21:00,4762.460
21:05,4762.760
21:10,4734.760
21:15,4700.960
21:20,4707.660
21:25,4665.660
21:30,4655.330
21:35,4710.320
21:40,4711.680
21:45,4735.160
21:50,4742.050
21:55,4780.480
22:00,4793.960
22:05,4780.620
22:10,4739.480
22:15,4713.200
22:20,4760.530
22:25,4826.820
22:30,4840.530
22:35,4890.020
22:40,4920.370
22:45,4932.050
22:50,4942.210
22:55,4953.680
23:00,4966.760
23:05,4979.530
23:10,4982.730
23:15,4985.750
23:20,4978.470
23:25,4983.610
23:30,4998.580
23:35,4965.440
23:40,4964.790
23:45,4929.200
23:50,4912.390
23:55,4896.480
