time,value
00:00,4874.890
00:05,4845.980
00:10,4830.680
00:15,4788.100
00:20,4790.850
00:25,4745.070
00:30,4716.550
00:35,4675.410
00:40,4664.440
00:45,4656.880
00:50,4648.390
00:55,4628.980
01:00,4588.940
01:05,4567.810
01:10,4562.230
01:15,4526.500
01:20,4512.060
01:25,4489.580
01:30,4481.030
01:35,4451.900
01:40,4441.730
01:45,4422.290
01:50,4403.360
01:55,4392.990
02:00,4365.860
02:05,4350.020
02:10,4330.660
02:15,4304.670
02:20,4312.600
02:25,4289.970
02:30,4280.270
02:35,4242.450
02:40,4245.060
02:45,4217.770
02:50,4203.250
02:55,4185.210
03:00,4162.790
03:05,4149.960
03:10,4130.710
03:15,4120.910
03:20,4106.190
03:25,4085.710
03:30,4068.030
03:35,4069.460
03:40,4055.570
03:45,4037.750
03:50,4025.120
03:55,3999.330
04:00,3998.710
04:05,3969.370
04:10,3965.410
04:15,3956.840
04:20,3931.250
04:25,3927.030
04:30,3906.410
04:35,3891.830
04:40,3887.840
04:45,3869.150
04:50,3857.970
04:55,3855.460
05:00,3838.200
05:05,3842.830
05:10,3833.780
05:15,3814.920
05:20,3828.390
05:25,3831.720
05:30,3829.510
05:35,3828.730
05:40,3813.150
05:45,3817.530
05:50,3797.390
05:55,3808.240
06:00,3818.760
06:05,3811.770
06:10,3799.860
06:15,3804.200
06:20,3820.670
06:25,3850.270
06:30,3839.750
06:35,3828.830
06:40,3847.590
06:45,3831.920
06:50,3843.690
06:55,3849.990
07:00,3820.050
07:05,3858.020
07:10,3841.300
07:15,3816.510
07:20,3817.040
07:25,3829.820
07:30,3832.750
07:35,3834.590
07:40,3829.800
07:45,3833.780
07:50,3831.910
07:55,3850.700
08:00,3834.330
08:05,3861.220
08:10,3876.070
08:15,3899.170
08:20,3906.220
08:25,3944.080
08:30,3963.360
08:35,3939.240
08:40,3973.440
08:45,3984.500
08:50,3993.310
08:55,4052.370
09:00,4057.540
09:05,4078.700
09:10,4130.250
09:15,4218.720
09:20,4267.770
09:25,4319.280
09:30,4335.580
09:35,4411.920
09:40,4463.990
09:45,4499.830
09:50,4535.750
09:55,4565.370
10:00,4595.480
10:05,4589.870
10:10,4621.050
10:15,4672.360
10:20,4660.660
10:25,4681.350
10:30,4721.490
10:35,4728.500
10:40,4736.280
10:45,4751.720
10:50,4773.060
10:55,4837.990
11:00,4847.740
11:05,4824.970
11:10,4838.010
11:15,4819.010
11:20,4831.900
11:25,4847.310
11:30,4860.180
11:35,4874.980
11:40,4853.900
11:45,4887.060
11:50,4917.450
11:55,4915.200
12:00,4920.740
12:05,4957.960
12:10,4950.060
12:15,4982.980
12:20,4996.380
12:25,4973.650
12:30,4966.020
12:35,4883.610
12:40,4895.090
12:45,4939.170
12:50,4960.190
12:55,4936.870
13:00,4857.730
13:05,4786.580
13:10,4747.670
13:15,4689.050
13:20,4681.130
13:25,4649.160
13:30,4682.180
13:35,4667.860
13:40,4682.860
13:45,4668.610
13:50,4650.150
13:55,4604.980
14:00,4614.670
14:05,4589.170
14:10,4569.450
14:15,4584.050
14:20,4572.340
14:25,4574.460
14:30,4565.240
14:35,4586.420
14:40,4589.320
14:45,4589.480
14:50,4620.180
14:55,4636.220
15:00,4640.090
15:05,4657.930
15:10,4654.950
15:15,4627.880
15:20,4661.880
15:25,4645.150
15:30,4635.470
15:35,4625.960
15:40,4636.320
15:45,4610.360
15:50,4593.640
15:55,4600.790
16:00,4583.670
16:05,4535.990
16:10,4537.700
16:15,4562.760
16:20,4566.360
16:25,4550.570
16:30,4563.740
16:35,4580.500
16:40,4545.390
16:45,4551.960
16:50,4515.290
16:55,4531.950
17:00,4521.050
17:05,4539.510
17:10,4538.640
17:15,4531.490
17:20,4515.260
17:25,4507.060
17:30,4463.450
17:35,4477.400
17:40,4451.320
17:45,4467.600
17:50,4453.790
17:55,4436.360
18:00,4397.750
18:05,4379.190
18:10,4375.190
18:15,4373.910
18:20,4376.420
18:25,4356.510
18:30,4344.840
18:35,4364.690
18:40,4348.310
18:45,4403.640
18:50,4424.660
18:55,4429.340
19:00,4442.010
19:05,4458.410
19:10,4479.100
19:15,4494.280
19:20,4472.650
19:25,4483.880
19:30,4458.980
19:35,4480.640
19:40,4472.070
19:45,4489.670
19:50,4464.510
19:55,4440.160
20:00,4421.160
20:05,4416.180
20:10,4404.970
20:15,4365.490
20:20,4362.810
20:25,4372.850
20:30,4370.080
20:35,4334.930
20:40,4334.880
20:45,4324.390
20:50,4283.080
20:55,4227.060
21:00,4294.310
21:05,4196.730
21:10,4200.490
21:15,4210.490
21:20,4247.580
21:25,4273.050
21:30,4258.630
21:35,4293.550
21:40,4313.190
21:45,4315.680
21:50,4324.750
21:55,4353.110
22:00,4377.240
22:05,4394.190
22:10,4386.780
22:15,4433.360
22:20,4422.980
22:25,4404.010
22:30,4425.490
22:35,4477.330
22:40,4454.950
22:45,4471.820
22:50,4520.230
22:55,4505.680
23:00,4511.990
23:05,4499.330
23:10,4468.810
23:15,4463.440
23:20,4438.280
23:25,4454.170
23:30,4445.740
23:35,4423.760
23:40,4402.580
23:45,4384.670
23:50,4379.190
23:55,4341.360
